block_id,assay_type,assay_number,drug1,drug2,conc1,conc2,conc_unit1,conc_unit2,analyte,donor_1_id,donor_2_id,response_readout,response_induction,ZIP_fit,ZIP_ref,ZIP_synergy,HSA_ref,HSA_synergy,Bliss_ref,Bliss_synergy,Loewe_ref,Loewe_synergy
1,CD8 MLR,MLR63,GEN1056,GEN1053,1,0.0010000000474974513,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,3.79349023103714,83.54884399682341,75.11780131699471,71.11506244249823,4.002738874496487,78.45284214105915,5.096945691974938,80.36376129695707,3.186026536077023,68.32078377207966,15.229004060954423
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,30,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,2.0461555123329163,45.06507656048565,50.88463297300868,49.182189989296475,1.7024429837122028,35.11361354894556,9.952284232735188,29.843146877614714,15.222750904066032,50.085086447434385,-5.019188665753639
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,10,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.7326753735542297,16.136638493111583,36.573838197581,49.182189989296475,-12.608351791715478,35.11361354894556,-18.976381154512758,41.478298380909486,-25.341065986476686,50.085086447434385,-33.947854053001585
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,1,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,2.6904714703559875,59.2556636407154,52.79686101329093,49.18218998929652,3.6146710239944113,35.11361354894556,24.14296906914145,37.54321354869644,21.713369069390566,50.085086447434385,9.171496170652624
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.10000000149011612,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,3.1657329201698303,69.72294899269185,65.30234534944819,49.18229548440739,16.120049865040798,35.11361354894556,34.610117580047024,28.646788404376444,41.07694272461614,50.085086447434385,19.638644681558198
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.009999999776482582,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,3.8516817688941956,84.83046999880342,71.77532574142407,54.19218512850878,17.583140612915287,35.11361354894556,49.71693101484123,46.56126151358111,38.26928305020568,50.69674842447908,34.133796139307705
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.0010000000474974513,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,2.9655500054359436,65.31406690909196,67.7275486642076,54.19228826022122,13.535260403986385,35.11361354894556,30.198464008450536,40.86809122242971,24.443986334966382,50.085086447434385,15.226991109961709
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,30,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,3.3317723870277405,73.37984664339032,69.73008687887247,26.67911634925857,43.0509705296139,30.912007474422623,42.46845899471559,25.300260821372678,48.08020564776554,27.780100056876243,45.60036641226197
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,10,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,2.846955358982086,62.70210667933732,45.23136022548875,26.67911634925857,18.55224387623018,30.912007474422623,31.790043076175166,37.68882649839577,25.01322405220202,27.780100056876243,34.921950493721546
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,1,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.7613797783851624,38.79309958924751,42.696266272116546,26.679116349258635,16.01714992285791,30.912007474422623,7.880936319318181,33.498932032928444,5.29401176081236,27.780100056876243,11.01284373686456
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.10000000149011612,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.8206623196601868,40.0987541424604,38.46472520892197,26.679268559571277,11.785456649350692,30.912007474422623,9.185275915653875,24.02643421801659,16.07084917205991,27.780100056876243,12.317183333200255
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.009999999776482582,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.493147075176239,32.88547075396209,32.57840345991632,33.90763073458126,-1.3292272746649374,30.912007474422623,1.972985129484357,43.100928144442904,-10.215935540535924,27.780100056876243,5.104892547030737
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.0010000000474974513,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.9948847889900208,43.93587642939457,37.60919707269528,33.907779534938584,3.701417537756697,30.912007474422623,13.024286896532146,37.03910642751611,6.897187943438659,27.780100056876243,16.156194314078526
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,30,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,-0.02943211793899536,-0.6482208416044702,2.5434032668323256,13.21252608823289,-10.669122821400563,23.841587520048353,-24.488449682101294,17.655538386000313,-18.302400548053253,14.562330343952901,-15.209192506005841
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,10,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.009164273738861084,0.2018364172096359,13.339418067413266,13.21252608823289,0.12689197918037642,23.841587520048353,-23.63985389056606,31.311941769213412,-31.110208139731117,14.562330343952901,-14.360596714470608
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,1,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.9604164958000183,21.15246991360604,13.120989024149887,13.212526088232968,-0.09153706408308082,23.841587520048353,-2.6887299348307536,26.69325624538098,-5.54039866016338,14.562330343952901,6.590527241264699
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0.10000000149011612,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.08807963132858276,1.9398893707332796,2.90560825944244,13.212706254481377,-10.307097995038937,23.841587520048353,-21.901751954355657,16.2513492014555,-14.311513635762804,14.562330343952901,-12.622494778260204
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0.009999999776482582,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.1956812739372253,26.334004344804196,20.74405618539106,21.76867642904623,-1.0246202436551712,23.841587520048353,2.4910397651990124,37.27791435685936,-10.945287071611997,14.562330343952901,11.770296941294465
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0.0010000000474974513,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.21299558877944946,4.691071845486334,16.385111841247074,21.76885255904476,-5.383740717797686,23.841587520048353,-19.15093066912532,30.595729771358105,-25.90507292043507,14.562330343952901,-9.871673493029867
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,30,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,-0.36878472566604614,-8.122213485879977,-8.122607775833687,-8.122607775833687,0,-8.122607775833687,0,-8.122607775833687,0,-8.122607775833687,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,10,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.4453735947608948,9.809027234217792,9.80896792082108,9.80896792082108,0,9.80896792082108,0,9.80896792082108,0,9.80896792082108,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,1,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.1699621081352234,3.7432909518996422,3.744390977271626,3.744390977271626,0,3.744390977271626,0,3.744390977271626,0,3.744390977271626,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,0.10000000149011612,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,-0.452552855014801,-9.967145183239692,-9.966382007491235,-9.966382007491235,0,-9.966382007491235,0,-9.966382007491235,0,-9.966382007491235,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,0.009999999776482582,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.8010603785514832,17.642768143187272,17.642603619591018,17.642603619591018,0,17.642603619591018,0,17.642603619591018,0,17.642603619591018,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,0.0010000000474974513,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0.40268296003341675,8.868797270848074,8.868543909167936,8.868543909167936,0,8.868543909167936,0,8.868543909167936,0,8.868543909167936,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,100,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,2.7295926213264465,60.11727833861682,60.117975301992225,60.117975301992225,0,60.117975301992225,0,60.117975301992225,0,60.117975301992225,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,10,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,4.3131425976753235,94.99380678007108,94.99436344326976,94.99436344326976,0,94.99436344326976,0,94.99436344326976,0,94.99436344326976,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,1,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,3.5621402859687805,78.4535308967537,78.45284214105915,78.45284214105915,0,78.45284214105915,0,78.45284214105915,0,78.45284214105915,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.594346821308136,35.11432104410252,35.11361354894556,35.11361354894556,0,35.11361354894556,0,35.11361354894556,0,35.11361354894556,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.403526484966278,30.911642892460485,30.912007474422623,30.912007474422623,0,30.912007474422623,0,30.912007474422623,0,30.912007474422623,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,1.0824795365333557,23.84081898712384,23.841587520048353,23.841587520048353,0,23.841587520048353,0,23.841587520048353,0,23.841587520048353,0
1,CD8 MLR,MLR63,GEN1056,GEN1053,0,0,ug/mL,ug/mL,IL-10,LS112418861 58355,LS1170885 CC00481,0,0,-1.1234621215022806e-4,-1.1234621215022806e-4,0,-1.1234621215022806e-4,0,-1.1234621215022806e-4,0,-1.1234621215022806e-4,0
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.947390705347061,38.18631137442509,50.76153184445914,55.10102027732317,-4.33948843286403,55.338095502768766,-17.15090302061722,55.04080628012947,-16.85361379797793,55.67934707026382,-17.492154588112278
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.3924155533313751,18.04009688489646,49.49670104980644,55.10102027732317,-5.604319227516733,55.338095502768766,-37.29760051199194,56.20836275561519,-38.16786776483836,55.67934707026382,-37.638852079486995
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,3.9703496992588043,51.43973942993044,49.505977455582595,55.101020277325595,-5.595042821743,55.338095502768766,-3.898968099231574,53.596264846690374,-2.1571374431531822,55.67934707026382,-4.240219666726631
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.2338081896305084,28.941156299781113,49.69265566845912,55.10187468457255,-5.409219016113433,55.338095502768766,-26.39659808329623,54.4476352491194,-25.506137829646864,55.67934707026382,-26.737849650791286
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,7.718448311090469,100,80.6566395567929,58.45012878556457,22.206510771228324,55.338095502768766,44.66077513413515,61.94969677706559,38.049173859838326,55.61285657878406,44.386014058119855
2,CD8 MLR,MLR63,GEN1056,GEN1053,100,0.0010000000474974513,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.852240949869156,36.953553809135876,51.28914135707342,58.450165866685275,-7.161024509611856,55.338095502768766,-18.38310866993119,57.29118889917566,-20.336202066338082,55.67934707026382,-18.724360237426247
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.720569759607315,35.24762555834167,43.12933640075768,50.643784553011294,-7.514448152253614,51.546143258182575,-16.2965372999424,51.2236131384573,-15.974007180217129,51.0868268965973,-15.837220938357127
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,5.3467094004154205,69.27181714403466,41.86394771256512,50.643784553011294,-8.779836840446173,51.546143258182575,17.725306664375616,52.49029925133172,16.78115067122647,54.367176798909846,14.904273123648345
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.1893904507160187,15.409709345426458,36.97020295076551,50.64378455301395,-13.67358160224844,51.546143258182575,-36.13747804738243,49.656425073787624,-34.24775986298748,51.0868268965973,-35.67816168579716
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,3.682821422815323,47.714531138642954,42.04441737089264,50.644723779437825,-8.600306408545187,51.546143258182575,-3.831042399912178,50.580079807680065,-2.864978949409668,51.0868268965973,-3.371726038326905
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,3.4859773218631744,45.164224483491715,46.813028268401055,54.32536756690367,-7.512339298502617,51.546143258182575,-6.38205382929474,58.719092656223935,-13.555003227336101,51.0868268965973,-5.922737467709467
2,CD8 MLR,MLR63,GEN1056,GEN1053,10,0.0010000000474974513,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.1367545425891876,27.683731968755065,38.69480909680069,54.325408329161384,-15.630599232360694,51.546143258182575,-23.860009671667004,53.66506113009635,-25.978927543580777,51.0868268965973,-23.40069331008173
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,5.026249080896378,65.11994222561897,45.05250259876517,11.803237871405726,33.249264727359446,12.279478653044437,52.8404243325718,11.69557239346326,53.42433059215298,55.092060648640434,10.027842336975802
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.6033202707767487,20.772572493268797,32.34714826428679,11.803237871405726,20.54391039288106,12.279478653044437,8.49378357958681,13.988772020406415,6.784490212224831,12.624470442140186,8.14879179049106
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.9929632246494293,38.776747657283735,34.01258697598137,11.803237871410467,22.209349104570904,12.279478653044437,26.497297006398078,8.858346147179663,29.91842951226285,12.624470442140186,26.152305217302327
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,4.378378540277481,56.726149658685735,43.673685042068286,11.80491621584473,31.868768826223558,12.279478653044437,44.445927732432416,10.53052417902044,46.19488220645641,13.769947421370599,42.955458964106256
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.2162943184375763,28.714247075452086,36.64253534307382,18.382018241665044,18.260517101408773,14.803670709355208,13.910765158396392,25.265335777777388,3.4491000899742126,12.624470442140186,16.089965425611414
2,CD8 MLR,MLR63,GEN1056,GEN1053,1,0.0010000000474974513,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,4.100927501916885,53.131501781573796,39.16517173512086,18.38209108151134,20.783080653609517,12.279478653044437,40.85021816990047,16.115552660652643,37.01414416229227,12.624470442140186,40.50522638080472
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.4378680288791656,18.62897788423516,20.630979592504605,6.110490737341168,14.520488855163437,22.63168833667043,-4.001244897573706,22.11669092466504,-3.4862474855683168,7.457885246765351,11.172558192331373
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.11405393481254578,1.47767958293721,12.290769192677732,6.110490737341168,6.180278455336564,22.63168833667043,-21.153855500395007,24.139261934495526,-22.661429098220104,7.457885246765351,-5.98005241048993
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.7020184695720673,9.09533161689186,19.126214199217102,6.110490737346219,13.015723461870884,22.63168833667043,-13.534184108108207,19.614295805356207,-10.516791576793985,7.457885246765351,1.639618981796871
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,2.5231591761112213,32.689979571227404,33.04870967404721,6.112277412179889,26.93643226186732,22.63168833667043,10.058766744085872,21.0891341799747,11.601320900781602,7.457885246765351,25.23256983399095
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,3.4617437422275543,44.85025490490687,25.371328216923175,13.113904985245883,12.257423231677292,22.63168833667043,22.217856621805517,34.0850384286974,10.764506529778544,7.457885246765351,37.391659711710595
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.10000000149011612,0.0010000000474974513,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.8338456451892853,23.75925278341597,29.819551795789316,13.113982526612023,16.705569269177293,22.63168833667043,1.1281751730990308,26.01505365218596,-2.255190142416499,7.457885246765351,16.30197826300411
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.5486184656620026,7.107885465446529,7.4414262423969495,6.023281786884304,1.4181444555126452,-0.6656438546137898,7.7725952224286745,-2.174738552961708,9.281689920776593,7.457885246765351,-0.35093387895046657
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.9391432106494904,25.123485090431686,8.441751016267183,6.023281786884304,2.418469229382879,1.9485672692268958,23.17366418780455,0.4786626261578997,24.643568830873548,7.457885246765351,17.664346210266096
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,1.1835960447788239,15.334637184499126,11.224968126232605,6.023281786889356,5.201686339343249,-1.4991159253174986,16.83404455605214,-5.45761867332577,20.792547304060413,7.457885246765351,7.8770433839692915
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.6316305696964264,8.18338795880579,9.120898280471764,6.025070121269859,3.095828159201904,-1.4991159253174986,9.682060592250071,-3.522785303716902,11.705729970649475,7.457885246765351,0.7250594201672209
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.5411564409732819,7.011207682711381,13.09361552166409,13.033201132227179,0.06041438943691091,14.803670709355208,-7.792461921292195,13.526478969173205,-6.515270181110192,7.457885246765351,-0.4466764587023384
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.009999999776482582,0.0010000000474974513,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.8131161630153656,10.534710219501202,14.016055362767283,13.033278745617348,0.9827766171499341,4.373063393496735,6.161721167328618,2.939504757935363,7.59527980288999,7.457885246765351,3.076899314060001
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,30,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,-0.3017970621585846,-3.910074279113057,3.562561871141226,6.022100807192599,-2.459538936051373,7.790767591249527,-11.701431391308773,7.176982502334139,-11.087646302393384,7.457885246765351,-11.368549046824597
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,10,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.2371186912059784,3.0721031177376386,4.869667430239107,6.022100807192599,-1.1524333769534918,7.790767591249527,-4.719233142244708,9.587526513171795,-6.515992064166975,7.457885246765351,-4.386350797760532
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,1,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,-0.019722968339920044,-0.2555302250528846,6.053528803084679,6.02210080719765,0.031427995887028715,7.790767591249527,-8.046432994917536,4.194573707646199,-4.4502391113142075,7.457885246765351,-7.71355065043336
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0.10000000149011612,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,-0.34355032444000244,-4.451028375047385,3.1817763735335225,6.0238891640516545,-2.842112790518132,7.790767591249527,-12.24061787930034,5.9523180803335745,-10.402168368384388,7.457885246765351,-11.907735534816164
2,CD8 MLR,MLR63,GEN1056,GEN1053,0.0010000000474974513,0.009999999776482582,ug/mL,ug/mL,IL-12p70,LS112418861 58355,LS1170885 CC00481,0.3444547951221466,4.462746671856403,11.557766811879942,13.032108244272923,-1.4743414323929809,14.803670709355208,-10.342447604299235,21.44111872066499,-16.979895615609017,7.457885246765351,-2.996662141709378
