block_id,assay_type,assay_number,drug1,conc1,drug2,conc2,analyte,donor_1_id,donor_2_id,response_readout,response_induction,HSA_synergy
5,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.0010000000474974513,IL-2,LS112418861 58355,LS1170885 CC00481,-0.7392128705978394,-4.181635119744871,-17.07276735409603
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,30,IL-2,LS112418861 58355,LS1170885 CC00481,-0.5982500314712524,-3.3842258995916024,3.1407099400059932
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,10,IL-2,LS112418861 58355,LS1170885 CC00481,-0.40522730350494385,-2.292320373758303,4.2313410844634305
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,1,IL-2,LS112418861 58355,LS1170885 CC00481,-1.3404196500778198,-7.58258697447783,-6.201779579423187
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.10000000149011612,IL-2,LS112418861 58355,LS1170885 CC00481,-1.7692636251449585,-10.00850391715962,-3.4829737698792274
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.009999999776482582,IL-2,LS112418861 58355,LS1170885 CC00481,-1.6118682622909546,-9.118137957401649,-16.036235589204356
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.0010000000474974513,IL-2,LS112418861 58355,LS1170885 CC00481,0.9914313554763794,5.608403667976405,5.511995871342774
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,30,IL-2,LS112418861 58355,LS1170885 CC00481,-1.2341264486312866,-6.981299575626852,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,10,IL-2,LS112418861 58355,LS1170885 CC00481,-1.9327117204666138,-10.933109430453342,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,1,IL-2,LS112418861 58355,LS1170885 CC00481,-0.24404823780059814,-1.3805504783398612,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.10000000149011612,IL-2,LS112418861 58355,LS1170885 CC00481,-1.8154114484786987,-10.26955640478214,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.009999999776482582,IL-2,LS112418861 58355,LS1170885 CC00481,1.2226804494857788,6.916550984373678,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.0010000000474974513,IL-2,LS112418861 58355,LS1170885 CC00481,0.016741633415222168,0.09470533460053084,0
5,CD8 MLR,MLR63,GEN1056,100,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,4.131404995918274,23.370843382163056,0
5,CD8 MLR,MLR63,GEN1056,10,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,6.134046673774719,34.69953786987749,0
5,CD8 MLR,MLR63,GEN1056,1,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,7.639112591743469,43.213508270608195,0
5,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,4.207784295082092,23.802911562397277,0
5,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,2.279122471809387,12.892711895844162,0
5,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,-1.1533554792404175,-6.524388264021121,0
5,CD8 MLR,MLR63,GEN1056,0,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,0,0,0
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,209.91876316070557,81.06392088289422,29.524318228728227
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,180.56575870513916,69.72872818723391,18.188340468973884
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,150.77532291412354,58.22461348272293,6.683809000838913
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,113.692063331604,43.90424318511486,-7.637375450779807
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,170.69224643707275,65.91589313960134,14.376791730233528
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,96.75222110748291,37.3626172287272,-14.17803208379621
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,184.41578769683838,71.21548640208212,29.50018355677569
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,215.07883548736572,83.05657598689824,41.3428534930922
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,144.224045753479,55.6947195111877,13.981206235240215
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,163.95330905914307,63.31353078659405,21.600838724462484
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,112.62092685699463,43.490604494008224,1.7754137797988605
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,86.38735294342041,33.36003622947677,-8.354942355249712
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,258.9546136856079,100,60.16075355910934
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,220.2824182510376,85.06603343181925,45.2268275555373
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,207.88231754302979,80.27751063567298,40.43831378586815
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,160.02513980865479,61.796597299841274,21.957471403529446
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,135.39622592926025,52.28569748274203,12.4483090842931
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,112.8125696182251,43.56461080673727,3.7250830495862246
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,177.57662296295166,68.5744194457737,36.30699050186411
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,119.51437473297119,46.15263386582153,13.886245625870025
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,152.60377597808838,58.93070364962173,26.66478764566459
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,85.7464075088501,33.11252357641067,0.8447106892039713
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,73.98510456085205,28.570684070018547,-3.696864792601268
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,72.10176181793213,27.843397262452164,-4.423119893361012
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,125.28659152984619,48.38167961044879,35.40368449195343
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,138.70056247711182,53.56172670686827,38.90130806184104
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,120.66305637359619,46.59621802301272,37.63790497299704
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,59.06230640411377,22.80797610187407,13.852802166337883
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,26.642075538635254,10.288318543333972,1.3328705563379977
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,23.378037452697754,9.02785129794235,0.07025787022821461
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,64.63033771514893,24.95817193418127,11.979093993885712
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,44.077195167541504,17.021204812768783,2.359277863594274
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,25.781384468078613,9.955947145000215,3.448253235581129
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,10.614907264709473,4.099138112903769,-2.407513172688935
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,-1.3217096328735352,-0.5104020407522837,-8.412438464084119
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,29.91798496246338,11.553370120211977,5.044326919307869
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,33.61141300201416,12.979654049655654,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,37.96494388580322,14.660848611832716,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,9.774493217468262,3.7745970532640505,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,6.554682731628418,2.531209094264812,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,20.462414741516113,7.901930940824696,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,14.67619800567627,5.667478866970247,0
9,CD8 MLR,MLR63,GEN1056,100,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,133.46547031402588,51.54010133840051,0
9,CD8 MLR,MLR63,GEN1056,10,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,108.02236270904541,41.714785912327244,0
9,CD8 MLR,MLR63,GEN1056,1,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,103.1621789932251,39.83793821046665,0
9,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,83.55705738067627,32.267066491474594,0
9,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,23.19593906402588,8.957530717018871,0
9,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,16.85177516937256,6.507617272975871,0
9,CD8 MLR,MLR63,GEN1056,0,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,0,0,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,30,IL-2,LS112418861 58355,LS1170885 CC00481,-1.2341264486312866,-13.055114430959106,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,10,IL-2,LS112418861 58355,LS1170885 CC00481,-1.9327117204666138,-20.44504653532942,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,1,IL-2,LS112418861 58355,LS1170885 CC00481,-0.24404823780059814,-2.581646049879461,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.10000000149011612,IL-2,LS112418861 58355,LS1170885 CC00481,-1.8154114484786987,-19.204194372017287,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.009999999776482582,IL-2,LS112418861 58355,LS1170885 CC00481,1.2226804494857788,12.93403378416883,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.0010000000474974513,IL-2,LS112418861 58355,LS1170885 CC00481,0.016741633415222168,0.17710011825716354,0
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,6.984644055366516,73.8865352926012,0
32,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0,IL-2,LS112418861 58355,LS1170885 CC00481,0,0,0
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,30,IL-2,LS112418861 58355,LS1170885 CC00481,9.453202843666077,100,26.112726723373015
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,10,IL-2,LS112418861 58355,LS1170885 CC00481,4.947356343269348,52.33523944304466,-21.55132749899964
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,1,IL-2,LS112418861 58355,LS1170885 CC00481,4.080912709236145,43.16963019544721,-30.718078101176296
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.10000000149011612,IL-2,LS112418861 58355,LS1170885 CC00481,6.309059739112854,66.73991707837,-7.147266420206165
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.009999999776482582,IL-2,LS112418861 58355,LS1170885 CC00481,1.8874818086624146,19.966585292593006,-53.91991028817287
32,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.0010000000474974513,IL-2,LS112418861 58355,LS1170885 CC00481,0.8248656988143921,8.725780166317666,-65.15826148083511
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,33.61141300201416,19.70954656997159,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,37.96494388580322,22.26243298663929,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,9.774493217468262,5.731708728104277,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,6.554682731628418,3.843629678486805,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,20.462414741516113,11.999046760034068,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,14.67619800567627,8.606041288584525,0
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,123.130295753479,72.2029239943629,0
36,CD8 MLR,MLR63,Pembrolizumab,0,GEN1053,0,TNF-a,LS112418861 58355,LS1170885 CC00481,0,0,0
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,30,TNF-a,LS112418861 58355,LS1170885 CC00481,170.53366947174072,100,27.79745995643664
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,10,TNF-a,LS112418861 58355,LS1170885 CC00481,164.08983707427979,96.22137234399408,24.016487716753304
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,1,TNF-a,LS112418861 58355,LS1170885 CC00481,157.61460208892822,92.42433038423925,20.219763040567983
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.10000000149011612,TNF-a,LS112418861 58355,LS1170885 CC00481,137.85084629058838,80.83497336192121,8.63111255226545
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.009999999776482582,TNF-a,LS112418861 58355,LS1170885 CC00481,73.86159229278564,43.31202895098983,-28.89280199567665
36,CD8 MLR,MLR63,Pembrolizumab,1,GEN1053,0.0010000000474974513,TNF-a,LS112418861 58355,LS1170885 CC00481,87.10366153717041,51.07710507079919,-21.128270531173406
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,5454.346084594727,85.6899155178796,-0.1388455943708209
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,10,IFNg,LS112418861 58355,LS1170885 CC00481,5475.053848266602,86.01524260422254,0.1865813351666361
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,1,IFNg,LS112418861 58355,LS1170885 CC00481,4779.572402954102,75.08895641541554,-10.738870430597444
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.10000000149011612,IFNg,LS112418861 58355,LS1170885 CC00481,4631.843399047852,72.76807584276158,-13.061191423139874
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.009999999776482582,IFNg,LS112418861 58355,LS1170885 CC00481,6010.246475219727,94.42332861089055,8.592917634773272
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,0.0010000000474974513,IFNg,LS112418861 58355,LS1170885 CC00481,5143.955459594727,80.81355710180596,-5.012915280640655
55,CD8 MLR,MLR63,GEN1056,100,GEN1053,0,IFNg,LS112418861 58355,LS1170885 CC00481,5463.139053344727,85.82805650447138,0
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,6298.772598266602,98.95618712869123,17.460153067571852
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,10,IFNg,LS112418861 58355,LS1170885 CC00481,6365.213516235352,100,18.50260365520782
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,1,IFNg,LS112418861 58355,LS1170885 CC00481,4568.422988891602,71.77171633346174,-9.725274278872476
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.10000000149011612,IFNg,LS112418861 58355,LS1170885 CC00481,5856.711318969727,92.0112311084519,10.511993690749776
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.009999999776482582,IFNg,LS112418861 58355,LS1170885 CC00481,5547.155899047852,87.1479940916211,5.6512678547405955
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,0.0010000000474974513,IFNg,LS112418861 58355,LS1170885 CC00481,5083.679580688477,79.86659941134502,-1.6300169537951774
55,CD8 MLR,MLR63,GEN1056,10,GEN1053,0,IFNg,LS112418861 58355,LS1170885 CC00481,5187.521133422852,81.4979909187864,0
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,6306.442520141602,99.07668460855483,26.192044416106725
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,10,IFNg,LS112418861 58355,LS1170885 CC00481,5465.698135375977,85.86826068654197,12.985493420726243
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,1,IFNg,LS112418861 58355,LS1170885 CC00481,5233.410293579102,82.21892761696948,9.335286208493528
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.10000000149011612,IFNg,LS112418861 58355,LS1170885 CC00481,6229.476699829102,97.86752139484348,24.98315744722315
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.009999999776482582,IFNg,LS112418861 58355,LS1170885 CC00481,5759.223526000977,90.47965965809766,17.59591791928041
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,0.0010000000474974513,IFNg,LS112418861 58355,LS1170885 CC00481,5324.503799438477,83.65004230977638,10.764584760053353
55,CD8 MLR,MLR63,GEN1056,1,GEN1053,0,IFNg,LS112418861 58355,LS1170885 CC00481,4639.154678344727,72.88293890710696,0
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,5515.451553344727,86.64990639004976,28.265735005562618
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,10,IFNg,LS112418861 58355,LS1170885 CC00481,3675.985610961914,57.75117522115806,-0.6320918177947803
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,1,IFNg,LS112418861 58355,LS1170885 CC00481,5356.323135375977,84.1499365530149,25.76835059238634
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.10000000149011612,IFNg,LS112418861 58355,LS1170885 CC00481,4912.882705688477,77.18331353940437,18.802203213006365
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.009999999776482582,IFNg,LS112418861 58355,LS1170885 CC00481,5370.263320922852,84.36894233359583,25.98494692553605
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0.0010000000474974513,IFNg,LS112418861 58355,LS1170885 CC00481,4826.674209594727,75.8289442653201,17.447282926034475
55,CD8 MLR,MLR63,GEN1056,0.10000000149011612,GEN1053,0,IFNg,LS112418861 58355,LS1170885 CC00481,3716.1339263916016,58.38192099782814,0
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,3117.5899810791016,48.97856094107857,33.432008352568076
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,10,IFNg,LS112418861 58355,LS1170885 CC00481,4274.982070922852,67.1616444604556,51.614500987934385
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,1,IFNg,LS112418861 58355,LS1170885 CC00481,3042.966079711914,47.806190192212895,32.258816913501725
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.10000000149011612,IFNg,LS112418861 58355,LS1170885 CC00481,3113.711196899414,48.91762372082988,33.371258191170426
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.009999999776482582,IFNg,LS112418861 58355,LS1170885 CC00481,2018.491958618164,31.711300076104642,16.165989141297064
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0.0010000000474974513,IFNg,LS112418861 58355,LS1170885 CC00481,1746.6714630126953,27.440893515316805,11.89288762993218
55,CD8 MLR,MLR63,GEN1056,0.009999999776482582,GEN1053,0,IFNg,LS112418861 58355,LS1170885 CC00481,989.6358795166016,15.547567681624495,0
55,CD8 MLR,MLR63,GEN1056,0.0010000000474974513,GEN1053,30,IFNg,LS112418861 58355,LS1170885 CC00481,1329.7386627197266,20.89071575255167,2.5204967158724116
